ssn,fname,lname,age,gender,nurse_id,rec_id
100002637,Juan,Beard,28,F,119,272
100002638,John,Matthews,17,F,122,107
100002639,Stephanie,Armstrong,26,F,142,79
100002640,Christopher,Martinez,17,M,159,132
100002641,Samuel,Edwards,38,F,254,56
100002642,Jeffrey,Martinez,18,M,49,110
100002643,Dan,Morris,18,M,256,157
100002644,Joshua,Perez,27,M,107,271
100002645,Laura,Bailey,21,M,97,194
100002646,Steven,Mejia,38,M,64,216
100002647,James,Flynn,32,F,67,238
100002648,Mark,Day,39,F,124,295
100002649,Jacob,Shepherd,49,F,133,281
100002650,Jennifer,Bryant,28,F,225,117
100002651,Morgan,Patterson,54,F,42,287
100002652,Kathleen,Holmes,47,F,161,188
100002653,Justin,Lutz,26,M,98,280
100002654,Paul,Brown,43,M,65,82
100002655,Sandra,Stevens,57,M,258,247
100002656,Robin,Mccarthy,49,F,186,165
100002657,Allen,Lewis,51,F,278,164
100002658,Anna,Fowler,38,M,24,286
100002659,Sarah,Miller,14,F,68,89
100002660,Ryan,Hodges,62,F,27,270
100002661,Stephanie,Morris,78,F,145,276
100002662,Larry,Haynes,36,F,101,205
100002663,John,Daniels,43,F,14,58
100002664,Heather,Williams,18,F,34,59
100002665,Robert,Yang,46,F,270,55
100002666,Michelle,Williams,68,F,148,242
100002667,Nicholas,Bennett,17,F,158,81
100002668,Doris,Delgado,21,M,47,112
100002669,Patricia,Fisher,48,F,172,208
100002670,Jason,Yoder,28,F,81,212
100002671,Juan,King,15,F,90,63
100002672,Rebecca,Brady,66,M,173,125
100002673,Tiffany,Torres,69,F,113,265
100002674,Matthew,Diaz,52,F,244,161
100002675,Joel,Washington,69,M,234,140
100002676,Christopher,Andersen,50,F,137,243
100002677,Todd,Frey,74,F,121,215
100002678,Dawn,Davis,22,F,227,123
100002679,Amanda,Wong,62,F,250,132
100002680,Sean,Lynch,47,F,193,174
100002681,Adam,Mueller,37,F,66,236
100002682,Patrick,Reid,60,F,87,249
100002683,Dawn,Conner,67,F,294,217
100002684,Joseph,Lawrence,74,F,22,170
100002685,Billy,Rojas,51,F,268,182
100002686,Carolyn,Kelly,44,F,277,232
100002687,Nancy,Martinez,19,F,77,176
100002688,Kathleen,Franco,25,M,82,293
100002689,Scott,Nolan,74,M,276,129
100002690,Christina,Ward,47,M,175,115
100002691,Alexis,Reid,67,F,21,211
100002692,Andrew,Bowman,80,M,92,180
100002693,Wayne,Chan,52,F,274,262
100002694,Laura,Stevens,23,M,264,229
100002695,Christina,Hubbard,79,M,60,48
100002696,Kiara,Moreno,72,F,224,282
100002697,Ashley,Green,44,M,18,70
100002698,Mason,Crawford,47,F,189,210
100002699,Susan,Edwards,33,M,114,138
100002700,Stephanie,Adams,29,F,127,248
100002701,Matthew,Howard,15,M,96,246
100002702,Amy,Miller,77,M,266,73
100002703,Fernando,Duffy,67,F,127,248
100002704,Angela,Arnold,13,F,46,204
100002705,Corey,Crawford,51,M,93,253
100002706,Terri,Payne,41,M,180,105
100002707,Heather,Thomas,35,F,191,67
100002708,James,Gilmore,37,F,222,113
100002709,Sarah,Ellis,56,F,95,128
100002710,Gwendolyn,Griffin,69,M,261,274
100002711,Grant,Barber,18,F,274,262
100002712,Steven,Cox,12,M,244,161
100002713,Johnny,Cline,31,F,60,48
100002714,Edward,Johnson,31,F,20,91
100002715,Andrea,Bryant,41,F,115,178
100002716,Joshua,Hunter,18,F,194,292
100002717,Lauren,Smith,65,F,174,78
100002718,Richard,Ryan,50,M,163,299
100002719,James,Key,40,F,105,61
100002720,Sarah,Jones,60,F,231,150
100002721,Nancy,Berry,48,F,96,246
100002722,Tina,Sanders,68,M,191,67
100002723,Jessica,Rios,38,M,298,190
100002724,Steven,Williams,50,F,193,174
100002725,Joshua,Bullock,68,F,155,239
100002726,William,Chavez,12,F,161,188
100002727,Eddie,Kelly,68,F,185,49
100002728,Bryan,Smith,39,F,52,255
100002729,Mitchell,Hart,55,F,171,298
100002730,Cameron,Young,60,M,270,55
100002731,Stephen,Jones,73,F,118,153
100002732,Jesus,Kelley,48,F,183,245
100002733,Gabriel,Reynolds,35,F,66,53
100002734,Julie,King,53,M,156,41
100002735,Benjamin,Perry,53,F,138,241
100002736,Melinda,Perez,32,M,95,128
100002737,Juan,Herman,21,M,290,105
100002738,Jessica,Jones,32,M,62,94
100002739,Kirk,Smith,57,M,181,221
100002740,Christopher,Martin,80,M,170,117
100002741,Brandon,Gillespie,26,F,240,69
100002742,Zachary,Silva,31,F,47,112
100002743,Jacob,Rogers,76,M,75,169
100002744,Samantha,Maldonado,29,M,242,97
100002745,Benjamin,Santana,31,F,168,111
100002746,Andrew,Harris,54,M,261,274
100002747,John,Sanders,49,F,33,79
100002748,Troy,Ashley,48,F,30,76
100002749,Melissa,Schwartz,52,M,136,227
100002750,Tyler,Chambers,79,F,189,210
100002751,Amber,Hart,12,F,128,227
100002752,Jessica,Willis,14,M,266,73
100002753,Margaret,Crane,47,M,69,199
100002754,Angelica,Smith,47,M,114,138
100002755,Kristen,Rich,29,M,278,164
100002756,Paul,Montoya,73,F,127,248
100002757,Ruben,Brown,61,F,188,101
100002758,Paul,Austin,45,M,166,79
100002759,Lauren,Morris,52,F,18,70
100002760,Tina,Wallace,27,F,216,142
100002761,Daisy,Cross,45,F,199,172
100002762,Carmen,Wallace,73,M,117,136
100002763,Marc,Peters,19,F,277,232
100002764,Michael,Walker,66,F,80,60
100002765,Gregory,Burch,78,M,263,261
100002766,Gabriel,Underwood,66,F,269,68
100002767,Jennifer,Walter,63,F,176,202
100002768,Valerie,Rose,26,M,292,273
100002769,Kyle,Patel,28,F,148,242
100002770,Joy,Ford,34,M,147,104
100002771,Laura,Lane,46,F,192,258
100002772,John,Smith,77,F,119,272
100002773,Derek,Douglas,62,M,113,265
100002774,Evan,Mcintosh,46,F,105,61
100002775,Dana,Ali,80,F,114,138
100002776,Jonathan,Mitchell,71,F,141,207
100002777,Bryce,Norman,17,F,71,121
100002778,Jennifer,Moore,23,F,53,224
100002779,Danielle,Jackson,44,F,128,227
100002780,Michael,Walsh,70,F,147,104
100002781,Rebecca,Murphy,27,F,120,137
100002782,Luke,Watson,14,F,268,182
100002783,Ethan,Leon,73,F,208,85
100002784,Peter,Patel,53,M,58,268
100002785,Michael,Cruz,26,F,64,216
100002786,Monica,Carr,66,F,45,294
100002787,Ashley,Edwards,43,M,88,183
100002788,Ashley,Torres,42,F,208,149
100002789,Lee,Barton,66,M,235,209
100002790,Gloria,Rojas,77,M,48,200
100002791,Crystal,Christian,51,M,240,69
100002792,Diane,Schneider,13,M,167,64
100002793,Marissa,Smith,60,F,50,257
100002794,Kenneth,Brown,19,F,250,132
100002795,Michaela,Richardson,22,F,186,209
100002796,Robert,Rivas,36,F,19,181
100002797,Dawn,Bennett,28,F,195,102
100002798,Bradley,Burgess,74,M,142,92
100002799,Mary,Hawkins,13,F,282,67
100002800,Michael,Walker,74,M,37,51
100002801,Amy,Davis,35,M,117,136
100002802,Stephanie,Mckinney,63,F,189,210
100002803,James,Sloan,73,M,132,240
100002804,Debra,Anderson,58,F,167,64
100002805,Michael,Johnston,70,F,266,73
100002806,Dennis,Brown,65,M,258,247
100002807,Virginia,Anthony,20,F,135,86
100002808,John,Hull,69,M,96,246
100002809,Charles,Dixon,58,F,134,244
100002810,Samuel,Anderson,35,F,247,151
100002811,David,Perez,24,F,96,246
100002812,Kayla,Harper,39,F,115,178
100002813,Brianna,Orozco,74,M,116,96
100002814,Richard,Wilson,59,M,264,229
100002815,Leah,Jackson,36,M,204,141
100002816,Victor,Duffy,42,M,258,247
100002817,Ariel,Lane,51,F,227,123
100002818,Connor,Hall,57,F,121,215
100002819,Brittney,Martinez,67,F,123,171
100002820,Brandi,Cross,20,F,71,236
100002821,Ann,York,63,F,185,49
100002822,Matthew,Johnson,71,F,14,58
100002823,Cassandra,West,31,F,183,245
100002824,Richard,King,46,F,119,272
100002825,John,Reeves,12,F,92,180
100002826,Anthony,Morris,50,F,274,262
100002827,Maria,Stafford,48,M,116,96
100002828,Miranda,Vang,78,F,155,239
100002829,Jason,Gonzalez,43,F,214,234
100002830,Sarah,Graham,12,F,156,41
100002831,Charles,Clark,20,F,91,252
100002832,Tanya,Watkins,37,M,34,59
100002833,Kyle,Daniels,13,M,19,181
100002834,Edward,Moreno,78,F,248,297
100002835,Danielle,Moore,62,F,57,127
100002836,Sarah,Murphy,26,F,85,235
100002837,Amber,Cruz,15,F,83,43
100002838,Robert,Hansen,64,F,98,280
100002839,William,Glover,25,F,19,181
100002840,David,Moody,32,M,26,228
100002841,Eric,Martin,66,M,147,104
100002842,Larry,Gonzalez,63,M,61,173
100002843,Thomas,Smith,52,F,269,68
100002844,Wayne,Cisneros,51,M,200,201
100002845,Charles,Fisher,34,F,245,62
100002846,Craig,Lee,66,M,152,189
100002847,Tiffany,Phillips,52,F,181,221
100002848,Eileen,Bailey,36,M,172,208
100002849,Robert,Miles,28,M,244,161
100002850,Cindy,Howard,57,M,240,69
100002851,Richard,Stewart,44,M,41,296
100002852,Robin,Boyle,36,F,299,77
100002853,Latoya,Fritz,25,F,182,256
100002854,Sandra,Jones,62,F,259,85
100002855,Monique,Williams,16,M,70,152
100002856,Melissa,Jackson,74,F,271,168
100002857,Brittany,Johnson,21,M,183,245
100002858,Joe,Hill,80,F,169,186
100002859,Julie,Hall,48,F,108,126
100002860,William,Perkins,63,M,223,131
100002861,Christina,Vega,37,M,240,69
100002862,James,Lutz,19,M,149,82
100002863,Kent,Mendez,31,M,248,297
100002864,William,Le,21,F,27,270
100002865,Corey,Anderson,80,M,226,290
100002866,Donald,Galvan,76,M,70,152
100002867,Gregory,Johnson,46,M,277,232
100002868,Daniel,Campos,51,M,20,91
100002869,David,Estrada,36,M,148,242
100002870,Kenneth,Moody,30,F,209,108
100002871,Amy,Pacheco,70,F,35,198
100002872,Jennifer,Kaufman,69,F,283,151
100002873,Julie,Gray,76,M,144,177
100002874,Sharon,Carlson,42,F,135,86
100002875,Richard,Gomez,53,F,192,258
100002876,Benjamin,Singleton,17,F,68,89
100002877,Lucas,Rodriguez,55,M,41,296
100002878,Heather,Graham,24,F,64,216
100002879,Rebecca,Mcdonald,56,F,272,275
100002880,Chloe,Potter,69,F,94,233
100002881,Patricia,Becker,63,M,249,124
100002882,Michael,Herman,19,F,287,103
100002883,Todd,Taylor,22,F,120,137
100002884,Brad,Ramirez,76,F,117,136
100002885,April,Bradley,68,F,215,231
100002886,Debra,Reynolds,39,F,265,45
100002887,Edward,Christian,72,F,50,257
100002888,Ryan,Orr,72,M,58,268
100002889,Thomas,Eaton,16,F,221,144
100002890,Brianna,Dennis,63,F,232,80
100002891,Gregory,Rollins,66,F,214,64
100002892,Sarah,Patton,63,F,84,114
100002893,Lisa,Heath,70,M,236,236
100002894,Robin,Salazar,42,F,28,195
100002895,Matthew,Brown,15,M,107,271
100002896,Tammy,Gonzalez,51,F,215,231
100002897,Joshua,Bowman,21,F,91,252
100002898,Katherine,Ellis,54,F,207,193
100002899,Douglas,Long,24,M,131,267
100002900,Melissa,Smith,36,M,228,90
100002901,Steven,Gray,72,F,129,88
100002902,Jennifer,Watkins,27,F,86,162
100002903,Miranda,Ramirez,56,F,291,214
100002904,Carl,Golden,78,F,83,43
100002905,Wendy,Dean,70,F,99,147
100002906,Douglas,Myers,76,M,129,88
100002907,Scott,Quinn,63,F,48,200
100002908,Daniel,Walsh,56,M,75,169
100002909,Tracy,Landry,44,M,245,62
100002910,Albert,Lawson,50,M,161,188
100002911,Julie,Cruz,14,F,170,184
100002912,Brittany,Deleon,17,F,49,110
100002913,Steven,Torres,31,M,111,196
100002914,Theresa,Collins,24,F,202,52
100002915,Carly,Marks,43,F,192,258
100002916,Frank,Giles,46,F,289,264
100002917,Jean,Miller,31,M,268,182
100002918,Susan,Jones,60,F,297,109
100002919,Rebecca,Kennedy,17,F,283,136
100002920,Jon,Hess,29,M,280,53
100002921,Nicole,Allen,77,F,73,231
100002922,Gina,White,78,M,236,236
100002923,Jason,Williams,66,F,251,133
100002924,Christopher,Harrison,60,F,149,52
100002925,Kristin,Valdez,66,M,46,204
100002926,April,Carter,53,F,158,81
100002927,Julie,Durham,71,F,254,56
100002928,Stephanie,Vega,28,F,136,213
100002929,Kelsey,Garza,57,F,204,141
100002930,Kimberly,Watkins,40,F,213,206
100002931,Michelle,Morgan,73,F,166,152
100002932,Connie,Martin,62,F,136,131
100002933,Gina,Pearson,20,M,144,177
100002934,Pamela,Owens,62,M,40,165
100002935,Michael,Cole,64,F,243,146
100002936,Samantha,Johnson,63,F,274,262
100002937,Bryan,Brown,37,F,79,263
100002938,Alex,Thomas,73,M,212,135
100002939,Amanda,Wood,41,M,109,145
100002940,Ashley,Villarreal,69,M,269,68
100002941,Cindy,Wong,61,F,269,68
100002942,Julia,Hill,75,F,66,166
100002943,Larry,Williams,36,F,150,175
100002944,Janet,Silva,14,F,37,51
100002945,Christopher,Myers,35,F,69,199
100002946,Brittney,Jenkins,56,M,110,100
100002947,James,Stone,36,M,280,196
100002948,Linda,Hunt,73,M,256,157
100002949,Manuel,Henry,44,F,286,158
100002950,Christopher,Gardner,13,F,203,266
100002951,Roger,Carpenter,45,F,89,92
100002952,Leah,Pearson,65,M,139,185
100002953,Bridget,Riley,28,F,225,117
100002954,Tyler,Espinoza,22,F,47,112
100002955,Anna,Mason,65,F,260,93
100002956,John,Ferguson,45,F,43,52
100002957,Jean,Thompson,12,F,85,235
100002958,Jamie,Lee,78,F,264,229
100002959,Jerome,Madden,71,M,56,219
100002960,Francisco,Mann,51,F,25,207
100002961,Michael,Gonzalez,52,F,263,261
100002962,Melissa,Mccarty,27,M,294,217
100002963,Wayne,Cox,19,M,243,146
100002964,Keith,Calderon,75,F,174,78
100002965,Katrina,Rogers,67,F,147,104
100002966,Benjamin,Mathis,58,F,32,130
100002967,Stephen,Fitzpatrick,38,F,22,91
100002968,William,Davidson,40,F,175,115
100002969,Brian,Rodriguez,44,M,77,176
100002970,Lisa,Jacobs,46,M,67,238
100002971,Leslie,Mcfarland,23,M,262,170
100002972,Allen,Holt,65,F,167,64
100002973,Jeffrey,Reid,77,F,203,266
100002974,Amanda,Jacobs,67,F,234,140
100002975,Taylor,Strickland,18,F,241,209
100002976,Anthony,Johnson,67,M,206,44
100002977,Renee,Knapp,50,F,124,295
100002978,Benjamin,Wilkins,57,M,295,218
100002979,Jason,Evans,74,M,222,113
100002980,Mia,Keller,14,F,299,77
100002981,Cheyenne,Thompson,56,F,293,234
100002982,Ashley,Marshall,46,M,32,130
100002983,Gina,Randall,49,M,160,53
100002984,Martin,Bryan,22,F,299,77
100002985,Christian,Strickland,42,F,47,112
100002986,Karen,Pierce,29,F,161,188
100002987,Erik,Campbell,32,M,80,60
100002988,Trevor,Garcia,76,F,123,155
100002989,Michael,Quinn,48,F,282,171
100002990,Elizabeth,Nash,55,M,108,126
100002991,Deborah,Riley,78,F,167,64
100002992,Jamie,Williams,51,F,89,92
100002993,Michael,Smith,13,F,139,185
100002994,Valerie,Barrett,71,F,267,135
100002995,Karen,Wallace,57,F,208,248
100002996,Thomas,Howard,67,M,56,219
100002997,Lori,Mcintyre,12,F,88,183
100002998,Patricia,Figueroa,75,F,254,56
100002999,Veronica,Harmon,61,M,42,287
